Unnamed: 0,model_name,frozen_proportion,learning_rate,val_auc,val_accuracy,val_loss,val_precision
,ViT,0.8177395047025812,9.967372681453544e-05,0.9405457973480223,0.8185368180274963,0.8945804834365845,0.8743234872817993
,ViT,0.8177395047025812,9.967372681453544e-05,0.9431505799293518,0.8178859949111938,0.7852653861045837,0.8458081483840942
,CNN,0.749879129892388,3.670021067102524e-05,0.1855993717908859,0.1594636887311935,1.745005488395691,0.0915824919939041
,CNN,0.749879129892388,3.670021067102524e-05,0.5535626411437988,0.4916688501834869,1.5784777402877808,0.5531097054481506
,ViT,0.8708679345025144,0.0001813710879457,0.9352537393569946,0.7995314002037048,1.1370161771774292,0.8573360443115234
,ViT,0.8708679345025144,0.0001813710879457,0.9647144079208374,0.8587607145309448,0.8359623551368713,0.8963173031806946
,CNN,0.2631661286311521,0.0003858244076383,0.912814199924469,0.7785732746124268,0.9925509691238404,0.8775038719177246
,CNN,0.2631661286311521,0.0003858244076383,0.9450964331626892,0.839364767074585,1.361660122871399,0.9125750064849854
,CNN,0.774510636721974,0.0006947112680821,0.7102339863777161,0.5192658305168152,1.4843310117721558,0.9505956768989564
,CNN,0.774510636721974,0.0006947112680821,0.841127336025238,0.7073678970336914,1.4616796970367432,0.8958075046539307
,ViT,0.8574929009141455,0.0008321245673243,0.8862330317497253,0.7511065006256104,1.1569494009017944,0.9000383019447327
,ViT,0.8574929009141455,0.0008321245673243,0.9632298350334167,0.8785472512245178,1.0864062309265137,0.9126285910606384
,CNN,0.6724212630955185,0.0009085819843972,0.4845418035984039,0.47461599111557,1.5505187511444092,0.332425057888031
,CNN,0.6724212630955185,0.0009085819843972,0.9348461031913756,0.820749819278717,1.5143684148788452,0.9216272234916688
,ViT,0.4226687814087755,0.0004901794324053,0.9733938574790956,0.8906534910202026,5.273460865020752,0.9352914094924928
,ViT,0.4226687814087755,0.0004901794324053,0.9789042472839355,0.9114813804626464,1.071264147758484,0.9220848083496094
,ViT,0.3990596289405324,0.0002105812179362,0.981235146522522,0.9008070826530457,1.5329948663711548,0.9331949949264526
,ViT,0.3990596289405324,0.0002105812179362,0.979834794998169,0.8959906101226807,1.5305203199386597,0.9268189072608948
,CNN,0.9581364066044068,0.0003683673450595,0.2278974950313568,0.0817495435476303,1.472585678100586,1.0
,CNN,0.9581364066044068,0.0003683673450595,0.6465498208999634,0.5718562602996826,1.536433458328247,0.6272162199020386
,CNN,0.4887122073923621,0.0007030730289616,0.894572913646698,0.7324915528297424,1.2074942588806152,0.9068388938903807
,CNN,0.4887122073923621,0.0007030730289616,0.8441383242607117,0.6817235350608826,1.3561575412750244,0.8222818970680237
,ViT,0.062602877769875,0.000340429574369,0.9642589688301086,0.8767248392105103,4.778328895568848,0.8930063247680664
,ViT,0.062602877769875,0.000340429574369,0.9442784190177916,0.8423587679862976,7.012773990631104,0.8936940431594849
,ViT,0.0288247487214207,0.0006992317616518,0.1134539693593978,0.0542827397584915,5.598527431488037,0.0805821046233177
,ViT,0.0288247487214207,0.0006992317616518,0.9654572010040284,0.8806300163269043,2.17327618598938,0.897948145866394
,CNN,0.8340607057701264,0.0002231814477238,0.8412742614746094,0.6847175359725952,1.4355672597885132,0.8956628441810608
,CNN,0.8340607057701264,0.0002231814477238,0.893875002861023,0.7602186799049377,1.4030405282974243,0.8061209321022034
,ViT,0.0845540730729006,0.000199502582991,0.9680153727531432,0.869304895401001,1.7649294137954712,0.9012276530265808
,ViT,0.0845540730729006,0.000199502582991,0.9650178551673888,0.8722988963127136,0.9906156063079834,0.8806952834129333
,ViT,0.2908207354668762,0.0006969445437691,0.9328531622886658,0.8776360154151917,2.492026090621948,0.8781282305717468
,ViT,0.2908207354668762,0.0006969445437691,0.9679870009422302,0.8833637237548828,3.5712060928344727,0.95269113779068
,ViT,0.321718995801218,0.0007615978875298,0.9574859738349916,0.8704764246940613,7.647808074951172,0.8710433840751648
,ViT,0.321718995801218,0.0007615978875298,0.976634681224823,0.8884404897689819,1.5908116102218628,0.9352108836174012
,ViT,0.360373047204176,0.0007174541180241,0.948447585105896,0.8322051763534546,3.4278905391693115,0.9277504086494446
,ViT,0.360373047204176,0.0007174541180241,0.9626807570457458,0.8784170746803284,0.9585047364234924,0.9504578113555908
,ViT,0.911986492692443,0.0009354219574401,0.950965940952301,0.8400156497955322,0.6246810555458069,0.8730562329292297
,ViT,0.911986492692443,0.0009354219574401,0.8614936470985413,0.7188231945037842,0.9516687989234924,0.7965703010559082
,CNN,0.9443370653024888,0.0009671143198359,0.2521787583827972,0.2000780999660492,1.4562127590179443,0.948275864124298
,CNN,0.9443370653024888,0.0009671143198359447,0.8146226406097412,0.6796407103538513,1.2432998418807983,0.9670436382293701
